2018-04-24 00:01:43.802 [ restartedMain ] - [ INFO  ] [ com.running.coins.RunningclubApplication : 50 ] - Starting RunningclubApplication on DESKTOP-0G0JL5H with PID 15936 (D:\IntellijIDEAWorkSpace\runningcoin\running_coin\backend\target\classes started by guxiang in D:\IntellijIDEAWorkSpace\runningcoin\running_coin\backend)
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method userJoin was front-controller
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: userJoin belongs to groups: [[ResourceGroup{groupName='front-controller', position=0, controller=com.running.coins.controller.FrontController}]] 
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getUserWeeklyReport was front-controller
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: getUserWeeklyReport belongs to groups: [[ResourceGroup{groupName='front-controller', position=0, controller=com.running.coins.controller.FrontController}]] 
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitRecord was running-controller
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: submitRecord belongs to groups: [[ResourceGroup{groupName='running-controller', position=0, controller=com.running.coins.controller.RunningController}]] 
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: submitTarget belongs to groups: [[ResourceGroup{groupName='running-controller', position=0, controller=com.running.coins.controller.RunningController}]] 
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 72 ] - Request mapping: vote belongs to groups: [[ResourceGroup{groupName='vote-controller', position=0, controller=com.running.coins.controller.VoteController}]] 
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/running-controller Description: running-controller Position: 0
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/vote-controller Description: vote-controller Position: 0
2018-04-24 07:50:32.781 [ restartedMain ] - [ INFO  ] [ s.d.spring.web.scanners.ApiListingReferenceScanner : 84 ] - Created resource listing Path: /default/front-controller Description: front-controller Position: 0
2018-04-24 07:50:32.814 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.815 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.819 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.819 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.WeeklyReportRequest(false)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/everyone/weekly/report.com.running.coins.controller.FrontController.getEveryoneWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.850 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/everyone/weekly/report.com.running.coins.controller.FrontController.getEveryoneWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.866 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getEveryoneWeeklyReport was front-controller
2018-04-24 07:50:32.881 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getEveryoneWeeklyReport was front-controller
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.CurrentUserWeeklyReportRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/user/weekly/report.com.running.coins.controller.FrontController.getUserWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/user/weekly/report.com.running.coins.controller.FrontController.getUserWeeklyReport.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getUserWeeklyReport was front-controller
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method getUserWeeklyReport was front-controller
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.897 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.915 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.915 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.916 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.916 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.UserJoinRequest(false)
2018-04-24 07:50:32.916 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.916 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.916 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.917 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.917 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /front/user/join.com.running.coins.controller.FrontController.userJoin.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.917 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /front/user/join.com.running.coins.controller.FrontController.userJoin.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.918 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method userJoin was front-controller
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method userJoin was front-controller
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.919 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportRecordRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /submit/sport/record.com.running.coins.controller.RunningController.submitRecord.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /submit/sport/record.com.running.coins.controller.RunningController.submitRecord.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitRecord was running-controller
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitRecord was running-controller
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.SubmitUserSportTargetRequest(false)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.935 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /submit/sport/target.com.running.coins.controller.RunningController.submitTarget.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /submit/sport/target.com.running.coins.controller.RunningController.submitTarget.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method submitTarget was running-controller
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.response.ResponseMessage(true)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache models with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.schema.ModelContextKeyGenerator : 46 ] - Cache Key Generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 79 ] - Caching aspect applied for cache modelDependencies with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.schema.property.ModelPropertiesKeyGenerator : 48 ] - Cache key generated: com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache modelProperties with key com.running.coins.model.request.VoteRequest(false)
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.OperationsKeyGenerator : 51 ] - Cache key generated: /vote.com.running.coins.controller.VoteController.vote.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.documentation.spring.web.caching.CachingAspect : 68 ] - Caching aspect applied for cache operations with key /vote.com.running.coins.controller.VoteController.vote.DefaultGenericTypeNamingStrategy
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 07:50:32.950 [ restartedMain ] - [ INFO  ] [ s.d.s.web.ClassOrApiAnnotationResourceGrouping : 100 ] - Group for method vote was vote-controller
2018-04-24 07:50:32.966 [ restartedMain ] - [ INFO  ] [ org.apache.coyote.http11.Http11NioProtocol : 180 ] - Starting ProtocolHandler ["https-jsse-nio-443"]
2018-04-24 07:50:33.535 [ restartedMain ] - [ INFO  ] [ org.apache.tomcat.util.net.NioSelectorPool : 180 ] - Using a shared selector for servlet write/read
2018-04-24 07:50:33.566 [ restartedMain ] - [ INFO  ] [ com.running.coins.RunningclubApplication : 59 ] - Started RunningclubApplication in 8.512 seconds (JVM running for 11.097)
2018-04-24 07:50:59.026 [ https-jsse-nio-443-exec-10 ] - [ INFO  ] [ org.apache.tomcat.util.http.parser.Cookie : 180 ] - A cookie header was received [1524498019] that contained an invalid cookie. That cookie will be ignored.Note: further occurrences of this error will be logged at DEBUG level.
2018-04-24 07:50:59.035 [ https-jsse-nio-443-exec-10 ] - [ INFO  ] [ o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] : 180 ] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-04-24 07:51:08.139 [ https-jsse-nio-443-exec-1 ] - [ ERROR ] [ c.running.coins.common.Exception.ExceptionHandler : 20 ] - [System Error] {}
org.mybatis.spring.MyBatisSystemException: nested exception is org.apache.ibatis.binding.BindingException: Parameter 'groupId' not found. Available parameters are [param1, GroupId]
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:77)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:446)
	at com.sun.proxy.$Proxy100.selectList(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.selectList(SqlSessionTemplate.java:230)
	at org.apache.ibatis.binding.MapperMethod.executeForMany(MapperMethod.java:139)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:76)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:59)
	at com.sun.proxy.$Proxy112.selectByGroupId(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:344)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:197)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
	at org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke(PersistenceExceptionTranslationInterceptor.java:139)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:185)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:212)
	at com.sun.proxy.$Proxy113.selectByGroupId(Unknown Source)
	at com.running.coins.service.FrontServices.everyOneWeekly(FrontServices.java:143)
	at com.running.coins.controller.FrontController.getEveryoneWeeklyReport(FrontController.java:36)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:498)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:209)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:136)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:102)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:877)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:783)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:991)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:925)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:974)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:877)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:661)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:851)
